B_thermophilus_symbiont	R.fausta	R.magnifica	R.pacifica	R.phaseoliformis	R.pliocardia	R.rectimargo	R.southwardae	SUP05	V.diagonalis	V.extenta	V.gigas1	V.gigas2	V.marissinica	V.okutanii	V.soyoae1	V.soyoae2
MS2017_0619	HUE58_RS03595	Rmag_0730	Rpac_peg_1103	Rpha_peg_597	Rple_peg_280	Rrec_peg_1485	Rsou_peg_670	SP60_06555	Vdia_peg_288	Vext_peg_282	Vgig1_peg_247	Vgig2_peg_135	Vmar_0687	COSY_0675	Vsoy1_peg_714	Vsoy2_peg_914
MS2017_0192	HUE58_RS05000	Rmag_0981	Rpac_peg_762	Rpha_peg_1305	Rple_peg_998	Rrec_peg_566	Rsou_peg_1750	SP60_03225	Vdia_peg_76	Vext_peg_72	Vgig1_peg_900	Vgig2_peg_787	Vmar_0889	COSY_0879	Vsoy1_peg_919	Vsoy2_peg_135
MS2017_0940	HUE58_RS02960	Rmag_0611	Rpac_peg_1248	Rpha_peg_77	Rple_peg_537	Rrec_peg_1328	Rsou_peg_730	SP60_07370	Vdia_peg_409	Vext_peg_397	Vgig1_peg_363	Vgig2_peg_248	Vmar_0571	COSY_0564	Vsoy1_peg_599	Vsoy2_peg_798
MS2017_1496	HUE58_RS01315	Rmag_0367	Rpac_peg_533	Rpha_peg_559	Rple_peg_705	Rrec_peg_62	Rsou_peg_2033	SP60_01160	Vdia_peg_633	Vext_peg_622	Vgig1_peg_588	Vgig2_peg_476	Vmar_0344	COSY_0336	Vsoy1_peg_368	Vsoy2_peg_571
MS2017_0311	HUE58_RS04630	Rmag_0926	Rpac_peg_691	Rpha_peg_1408	Rple_peg_903	Rrec_peg_488	Rsou_peg_237	SP60_02675	Vdia_peg_123	Vext_peg_118	Vgig1_peg_854	Vgig2_peg_741	Vmar_0842	COSY_0832	Vsoy1_peg_872	Vsoy2_peg_88
MS2017_1497	HUE58_RS01310	Rmag_0366	Rpac_peg_532	Rpha_peg_560	Rple_peg_704	Rrec_peg_63	Rsou_peg_2034	SP60_01165	Vdia_peg_634	Vext_peg_623	Vgig1_peg_589	Vgig2_peg_477	Vmar_0343	COSY_0337	Vsoy1_peg_367	Vsoy2_peg_570
MS2017_0312	HUE58_RS04625	Rmag_0925	Rpac_peg_690	Rpha_peg_1409	Rple_peg_902	Rrec_peg_487	Rsou_peg_238	SP60_02670	Vdia_peg_124	Vext_peg_119	Vgig1_peg_853	Vgig2_peg_740	Vmar_0841	COSY_0831	Vsoy1_peg_871	Vsoy2_peg_87
MS2017_1498	HUE58_RS01305	Rmag_0365	Rpac_peg_531	Rpha_peg_561	Rple_peg_703	Rrec_peg_64	Rsou_peg_2035	SP60_01170	Vdia_peg_635	Vext_peg_624	Vgig1_peg_590	Vgig2_peg_478	Vmar_0342	COSY_0338	Vsoy1_peg_366	Vsoy2_peg_569
MS2017_0581	HUE58_RS03745	Rmag_0755	Rpac_peg_1075	Rpha_peg_569	Rple_peg_315	Rrec_peg_1514	Rsou_peg_698	SP60_06410	Vdia_peg_265	Vext_peg_260	Vgig1_peg_224	Vgig2_peg_112	Vmar_0710	COSY_0697	Vsoy1_peg_736	Vsoy2_peg_936
MS2017_1963	HUE58_RS06405	Rmag_0116	Rpac_peg_57	Rpha_peg_1927	Rple_peg_1414	Rrec_peg_863	Rsou_peg_1518	SP60_04775	Vdia_peg_862	Vext_peg_851	Vgig1_peg_128	Vgig2_peg_17	Vmar_0118	COSY_0121	Vsoy1_peg_145	Vsoy2_peg_350
MS2017_1574	HUE58_RS01195	Rmag_0339	Rpac_peg_507	Rpha_peg_1661	Rple_peg_668	Rrec_peg_87	Rsou_peg_1307	SP60_01285	Vdia_peg_658	Vext_peg_647	Vgig1_peg_610	Vgig2_peg_498	Vmar_0321	COSY_0321	Vsoy1_peg_345	Vsoy2_peg_549
MS2017_1576	HUE58_RS01185	Rmag_0338	Rpac_peg_506	Rpha_peg_1663	Rple_peg_667	Rrec_peg_89	Rsou_peg_1308	SP60_01290	Vdia_peg_659	Vext_peg_648	Vgig1_peg_611	Vgig2_peg_499	Vmar_0320	COSY_0320	Vsoy1_peg_344	Vsoy2_peg_548
MS2017_0543	HUE58_RS00265	Rmag_0774	Rpac_peg_295	Rpha_peg_2078	Rple_peg_348	Rrec_peg_283	Rsou_peg_1103	SP60_06320	Vdia_peg_246	Vext_peg_241	Vgig1_peg_206	Vgig2_peg_95	Vmar_0725	COSY_0710	Vsoy1_peg_750	Vsoy2_peg_951
MS2017_1968	HUE58_RS06390	Rmag_0113	Rpac_peg_62	Rpha_peg_1923	Rple_peg_1418	Rrec_peg_857	Rsou_peg_1523	SP60_04755	Vdia_peg_867	Vext_peg_856	Vgig1_peg_124	Vgig2_peg_13	Vmar_0115	COSY_0118	Vsoy1_peg_142	Vsoy2_peg_347
MS2017_1578	HUE58_RS01175	Rmag_0336	Rpac_peg_504	Rpha_peg_1665	Rple_peg_665	Rrec_peg_91	Rsou_peg_1310	SP60_01300	Vdia_peg_661	Vext_peg_650	Vgig1_peg_613	Vgig2_peg_501	Vmar_0318	COSY_0318	Vsoy1_peg_342	Vsoy2_peg_546
MS2017_1969	HUE58_RS06385	Rmag_0112	Rpac_peg_63	Rpha_peg_1922	Rple_peg_1419	Rrec_peg_856	Rsou_peg_1524	SP60_04750	Vdia_peg_868	Vext_peg_857	Vgig1_peg_123	Vgig2_peg_12	Vmar_0114	COSY_0117	Vsoy1_peg_141	Vsoy2_peg_346
MS2017_0545	HUE58_RS00275	Rmag_0772	Rpac_peg_297	Rpha_peg_2080	Rple_peg_346	Rrec_peg_281	Rsou_peg_1101	SP60_06330	Vdia_peg_248	Vext_peg_243	Vgig1_peg_208	Vgig2_peg_97	Vmar_0723	COSY_0708	Vsoy1_peg_748	Vsoy2_peg_948
MS2017_0587	HUE58_RS03710	Rmag_0749	Rpac_peg_1082	Rpha_peg_576	Rple_peg_305	Rrec_peg_1507	Rsou_peg_691	SP60_06445	Vdia_peg_268	Vext_peg_263	Vgig1_peg_228	Vgig2_peg_116	Vmar_0707	COSY_0693	Vsoy1_peg_732	Vsoy2_peg_932
MS2017_1970	HUE58_RS06380	Rmag_0111	Rpac_peg_64	Rpha_peg_1921	Rple_peg_1420	Rrec_peg_855	Rsou_peg_1525	SP60_04745	Vdia_peg_869	Vext_peg_858	Vgig1_peg_122	Vgig2_peg_11	Vmar_0113	COSY_0116	Vsoy1_peg_140	Vsoy2_peg_345
MS2017_0589	HUE58_RS03700	Rmag_0747	Rpac_peg_1084	Rpha_peg_578	Rple_peg_303	Rrec_peg_1505	Rsou_peg_689	SP60_06455	Vdia_peg_270	Vext_peg_265	Vgig1_peg_230	Vgig2_peg_118	Vmar_0705	COSY_0691	Vsoy1_peg_730	Vsoy2_peg_930
MS2017_1580	HUE58_RS01160	Rmag_0333	Rpac_peg_500	Rpha_peg_1670	Rple_peg_662	Rrec_peg_95	Rsou_peg_1313	SP60_01325	Vdia_peg_664	Vext_peg_653	Vgig1_peg_616	Vgig2_peg_504	Vmar_0315	COSY_0315	Vsoy1_peg_339	Vsoy2_peg_543
