	T_autotrophicus	B_thermophilus_symbiont	R_fausta	R_magnifica	R_pacifica	R_phaseoliformis	R_pliocardia	R_rectimargo	R_southwardae	V_diagonalis	V_extenta	V_gigas1	V_gigas2	V_marissinica	V_okutanii	V_soyoae1	V_soyoae2	Genome_Count	Gene	Function
OG0003812	SP60_01015																	1		O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)
OG0003813	SP60_02520																	1		Lipopolysaccharide heptosyltransferase III (EC 2.4.1.-)
OG0003814	SP60_02865																	1		Hypothetical protein
OG0003815	SP60_07770																	1		Putative transport system permease protein
OG0003816	SP60_02870																	1		Hypothetical protein
OG0003817	SP60_07390																	1		Thiol peroxidase, Bcp-type (EC 1.11.1.15)
OG0003818	SP60_07775																	1		Hypothetical protein
OG0003819	SP60_02875																	1		Hypothetical protein
OG0003820	SP60_07780																	1		Thiosulfate sulfurtransferase, rhodanese (EC 2.8.1.1)
OG0003821	SP60_02885																	1		Hypothetical protein
OG0003822	SP60_07785																	1		Hypothetical protein
OG0003823	SP60_07790_pseudo																	1		SirA domain protein
OG0003824	SP60_07795																	1		Hypothetical protein
OG0003825	SP60_02900																	1		Hypothetical protein
OG0003826	SP60_07800																	1		Predicted zinc-binding protein
OG0003827	SP60_07805																	1		ABC transporter, ATP-binding protein
OG0003828	SP60_00355																	1		Homoserine/homoserine lactone efflux protein
OG0003829	SP60_02910																	1		Hypothetical protein
OG0003830	SP60_07810																	1		ABC-type antimicrobial peptide transport system, permease component
OG0003831	SP60_00360																	1		Hypothetical protein
OG0003832	SP60_02915																	1		Diadenosine tetraphosphatase and related serine/threonine protein phosphatases
OG0003833	SP60_07815																	1		FIG003461: Hypothetical protein
OG0003834	SP60_02920_pseudo																	1		Hypothetical protein
OG0003835	SP60_00060																	1		FIG01200142: Hypothetical protein
OG0003836	SP60_07240																	1		Hypothetical protein
OG0003837	SP60_00065																	1		Hypothetical protein
OG0003838	SP60_02315																	1		Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)
OG0003839	SP60_06305																	1		Hypothetical protein
OG0003840	SP60_02320																	1		Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-)
OG0003841	SP60_08145																	1		Hypothetical protein
OG0003842	SP60_02325																	1		UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)
OG0003843	SP60_02335																	1		4-amino-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) acetyltrasferase
OG0003844	SP60_02350_pseudo																	1		Hypothetical protein
OG0003845	SP60_03820																	1		Hypothetical protein
OG0003846	SP60_08175																	1		Hypothetical protein
OG0003847	SP60_02355																	1		Hypothetical protein
OG0003848	SP60_03825																	1		Hypothetical protein
OG0003849	SP60_02360																	1		Hypothetical protein
OG0003850	SP60_03830																	1		Hypothetical protein
OG0003851	SP60_00055																	1		Hypothetical protein
OG0003852	SP60_00110																	1		Phosphohydrolase (MutT/nudix family protein)
OG0003853	SP60_00120																	1		Hypothetical protein
OG0003854	SP60_00880																	1		2-methylaconitate cis-trans isomerase
OG0003855	SP60_00885																	1		2-methylcitrate dehydratase FeS dependent (EC 4.2.1.79)
OG0003856	SP60_00890																	1		2-methylcitrate synthase (EC 2.3.3.5)
OG0003857	SP60_00895																	1		
OG0003858	SP60_00900																	1		Propionate catabolism operon transcriptional regulator of GntR family [predicted]
OG0003859	SP60_04195																	1		Nitric-oxide reductase subunit C (EC 1.7.99.7)
OG0003860	SP60_04200																	1		Nitric-oxide reductase subunit B (EC 1.7.99.7)
OG0003861	SP60_07110																	1		Thiosulfate sulfurtransferase, rhodanese (EC 2.8.1.1)
OG0003862	SP60_04210																	1		Hypothetical protein
OG0003863	SP60_00170																	1		Hypothetical protein
OG0003864	SP60_02150																	1		Hypothetical protein
OG0003865	SP60_02690_pseudo																	1		Hypothetical protein
OG0003866	SP60_02695																	1		Hypothetical protein
OG0003867	SP60_02700																	1		Hypothetical protein
OG0003868	SP60_02165_pseudo																	1		Hypothetical protein
OG0003869	SP60_02005																	1		Hypothetical protein
OG0003870	SP60_02710																	1		Hypothetical protein
OG0003871	SP60_02175																	1		FIG00604134: Hypothetical protein
OG0003872	SP60_02715																	1		Phophatidylinositol-4-phosphate 5-kinase (EC 2.7.1.68)
OG0003873	SP60_02015																	1		Hypothetical protein
OG0003874	SP60_02725																	1		Hypothetical protein
OG0003875	SP60_02025																	1		Hypothetical protein
OG0003876	SP60_02190																	1		Aminoglycoside N3'-acetyltransferase (EC 2.3.1.81)
OG0003877	SP60_02730_pseudo																	1		Hypothetical protein
OG0003878	SP60_02195																	1		Acetyltransferase
OG0003879	SP60_02735																	1		Hypothetical protein
OG0003880	SP60_02200																	1		Hypothetical protein
OG0003881	SP60_00695																	1		Hypothetical protein
OG0003882	SP60_02535																	1		DTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)
OG0003883	SP60_00700																	1		Hypothetical protein
OG0003884	SP60_02540																	1		Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)
OG0003885	SP60_02555																	1		UDP-glucose dehydrogenase (EC 1.1.1.22)
OG0003886	SP60_02565																	1		UDP-glucose dehydrogenase (EC 1.1.1.22)
OG0003887	SP60_06185																	1		Hypothetical protein
OG0003888	SP60_00105_pseudo																	1		
OG0003889	SP60_00615_pseudo																	1		
OG0003890	SP60_00680_pseudo																	1		
OG0003891	SP60_00865_pseudo																	1		
OG0003892	SP60_01320_pseudo																	1		
OG0003893	SP60_02120_pseudo																	1		
OG0003894	SP60_02135_pseudo																	1		
OG0003895	SP60_02160_pseudo																	1		
OG0003896	SP60_02205_pseudo																	1		
OG0003897	SP60_02290_pseudo																	1		
OG0003898	SP60_02430_pseudo																	1		
OG0003899	SP60_02510_pseudo																	1		
OG0003900	SP60_02620_pseudo																	1		
OG0003901	SP60_02765_pseudo																	1		
OG0003902	SP60_02830_pseudo																	1		
OG0003903	SP60_02850_pseudo																	1		
OG0003904	SP60_02860_pseudo																	1		
OG0003905	SP60_03340_pseudo																	1		
OG0003906	SP60_03600_pseudo																	1		
OG0003907	SP60_03940_pseudo																	1		
OG0003908	SP60_04925_pseudo																	1		
OG0003909	SP60_04965_pseudo																	1		
OG0003910	SP60_05515_pseudo																	1		
OG0003911	SP60_06180_pseudo																	1		
OG0003912	SP60_06510_pseudo																	1		
OG0003913	SP60_06945_pseudo																	1		
OG0003914	SP60_07535_pseudo																	1		
OG0003915	SP60_07765_pseudo																	1		
OG0003916										Vdia_peg_436								1		Hypothetical protein
OG0003917										Vdia_peg_989								1		Hypothetical protein
OG0003918										Vdia_peg_348								1		Hypothetical protein
OG0003919										Vdia_peg_351								1		Hypothetical protein
OG0003920										Vdia_peg_275								1		Hypothetical protein
OG0003921										Vdia_peg_63								1		Hypothetical protein
OG0003922											Vext_peg_611							1		Hypothetical protein
OG0003923												Vgig1_peg_302						1		Hypothetical protein
OG0003924												Vgig1_peg_75						1		Hypothetical protein
OG0003925												Vgig1_peg_1005_pseudo						1		2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)
OG0003926												Vgig1_peg_324						1		Hypothetical protein
OG0003927												Vgig1_peg_1007_pseudo						1		2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)
OG0003928												Vgig1_peg_959_pseudo						1		Tryptophan synthase beta chain (EC 4.2.1.20)
OG0003929												Vgig1_peg_1008_pseudo						1		Ribulose-phosphate 3-epimerase (EC 5.1.3.1)
OG0003930												Vgig1_peg_524						1		Hypothetical protein
OG0003931												Vgig1_peg_991_pseudo						1		Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)
OG0003932												Vgig1_peg_981_pseudo						1		ATP synthase F0 sector subunit a (EC 3.6.3.14)
OG0003933												Vgig1_peg_995_pseudo						1		Citrate synthase (si) (EC 2.3.3.1)
OG0003934												Vgig1_peg_997_pseudo						1		Citrate synthase (si) (EC 2.3.3.1)
OG0003935												Vgig1_peg_998_pseudo						1		Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)
OG0003936												Vgig1_peg_973_pseudo						1		ATP synthase beta chain (EC 3.6.3.14)
OG0003937												Vgig1_peg_968_pseudo						1		Inner membrane protein translocase component YidC, long form
OG0003938												Vgig1_peg_817						1		Hypothetical protein
OG0003939												Vgig1_peg_342						1		Hypothetical protein
OG0003940												Vgig1_peg_933_pseudo						1		Hypothetical protein
OG0003941												Vgig1_peg_954_pseudo						1		N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)
OG0003942												Vgig1_peg_935_pseudo						1		Glutamate synthase [NADPH] large chain (EC 1.4.1.13)
OG0003943												Vgig1_peg_956_pseudo						1		Tryptophan synthase beta chain (EC 4.2.1.20)
OG0003944												Vgig1_peg_958_pseudo						1		Tryptophan synthase beta chain (EC 4.2.1.20)
OG0003945													Vgig2_peg_876					1		Hypothetical protein
OG0003946													Vgig2_peg_384					1		Hypothetical protein
OG0003947													Vgig2_peg_928					1		Hypothetical protein
OG0003948													Vgig2_peg_533					1		Hypothetical protein
OG0003949														Vmar_0674				1		Hypothetical protein
OG0003950														Vmar_0679				1		Hypothetical protein
OG0003951														Vmar_0977				1		Hypothetical protein
OG0003952														Vmar_0554				1		Hypothetical protein
OG0003953														Vmar_0523				1		Hypothetical protein
OG0003954														Vmar_0410				1		Hypothetical protein
OG0003955														Vmar_0148				1		Hypothetical protein
OG0003956														Vmar_0411				1		Hypothetical protein
OG0003957														Vmar_0425				1		Hypothetical protein
OG0003958														Vmar_0406				1		Hypothetical protein
OG0003959														Vmar_0691				1		Hypothetical protein
OG0003960														Vmar_0391				1		Hypothetical protein
OG0003961														Vmar_0016				1		Hypothetical protein
OG0003962														Vmar_0616				1		Hypothetical protein
OG0003963														Vmar_0080				1		Hypothetical protein
OG0003964														Vmar_0855				1		Hypothetical protein
OG0003965														Vmar_0066				1		Hypothetical protein
OG0003966															COSY_0245			1		Hypothetical protein
OG0003967															COSY_0069			1		Hypothetical protein
OG0003968															COSY_0068			1		Hypothetical protein
OG0003969																Vsoy1_peg_953		1		Hypothetical protein
OG0003970																Vsoy1_peg_361		1		Hypothetical protein
OG0003971																Vsoy1_peg_401		1		Hypothetical protein
OG0003972																Vsoy1_peg_418		1		Hypothetical protein
OG0003973																	Vsoy2_peg_906	1		Hypothetical protein
OG0003974																	Vsoy2_peg_36	1		Hypothetical protein
OG0003975																	Vsoy2_peg_803	1		Hypothetical protein
OGR000000	SP60_00605	MS2017_R022	HUE58_RS01730	Rmag_R0019	Rpac_rna_27	Rpha_rna_4	Rpli_rna_25	Rrec_rna_34	Rsou_rna_39	Vdia_rna_19	Vext_rna_20	Vgig1_rna_17	Vgig2_rna_13	Vmar_R0019	COSY_R0018	Vsoy1_rna_20	Vsoy2_rna_31	17	tRNA-Val	tRNA-Val-GAC
OGR000001	SP60_00630	MS2017_R023	HUE58_RS01720	Rmag_R0018	Rpac_rna_28	Rpha_rna_5	Rpli_rna_26	Rrec_rna_33	Rsou_rna_38	Vdia_rna_20	Vext_rna_21	Vgig1_rna_18	Vgig2_rna_14	Vmar_R0018	COSY_R0017	Vsoy1_rna_19	Vsoy2_rna_30	17	tRNA-Arg	tRNA-Arg-CCT
OGR000002	SP60_00715	MS2017_R024	HUE58_RS01660	Rmag_R0017	Rpac_rna_29	Rpha_rna_6	Rpli_rna_27	Rrec_rna_32	Rsou_rna_4	Vdia_rna_21	Vext_rna_22	Vgig1_rna_19	Vgig2_rna_15	Vmar_R0017	COSY_R0016	Vsoy1_rna_18	Vsoy2_rna_29	17	tRNA-Asn	tRNA-Asn-GTT
OGR000003	SP60_01355	MS2017_R027	HUE58_RS01145	Rmag_R0013	Rpac_rna_15	Rpha_rna_30	Rpli_rna_12	Rrec_rna_1	Rsou_rna_24	Vdia_rna_25	Vext_rna_26	Vgig1_rna_23	Vgig2_rna_19	Vmar_R0013		Vsoy1_rna_14_pseudo	Vsoy2_rna_25	16	tRNA-Glu	tRNA-Glu-TTC
OGR000004	SP60_01360	MS2017_R028	HUE58_RS01140	Rmag_R0012	Rpac_rna_14	Rpha_rna_31	Rpli_rna_11	Rrec_rna_2	Rsou_rna_25	Vdia_rna_26	Vext_rna_27	Vgig1_rna_24	Vgig2_rna_20	Vmar_R0012	COSY_R0012	Vsoy1_rna_13	Vsoy2_rna_24	17	tRNA-Glu	tRNA-Glu-TTC
OGR000005	SP60_01365	MS2017_R029	HUE58_RS01135	Rmag_R0011	Rpac_rna_13	Rpha_rna_32	Rpli_rna_10	Rrec_rna_3	Rsou_rna_26	Vdia_rna_27	Vext_rna_28	Vgig1_rna_25	Vgig2_rna_21	Vmar_R0011	COSY_R0011	Vsoy1_rna_12	Vsoy2_rna_23	17	tRNA-Ala	tRNA-Ala-GGC
OGR000006	SP60_01650	MS2017_R030	HUE58_RS04155	Rmag_R0032	Rpac_rna_19	Rpha_rna_25	Rpli_rna_16	Rrec_rna_9	Rsou_rna_22	Vdia_rna_8	Vext_rna_9	Vgig1_rna_30	Vgig2_rna_26	Vmar_R0030	COSY_R0029	Vsoy1_rna_30	Vsoy2_rna_4	17	tRNA-Ser	tRNA-Ser-GCT
OGR000007	SP60_01760	MS2017_R031	HUE58_RS04255	Rmag_R0033	Rpac_rna_20	Rpha_rna_24	Rpli_rna_17	Rrec_rna_10	Rsou_rna_1	Vdia_rna_7	Vext_rna_8	Vgig1_rna_31	Vgig2_rna_27	Vmar_R0031	COSY_R0030	Vsoy1_rna_31	Vsoy2_rna_5	17	tRNA-Leu	tRNA-Leu-CAA
OGR000008	SP60_02680	MS2017_R008	HUE58_RS04635	Rmag_R0034	Rpac_rna_21	Rpha_rna_23	Rpli_rna_18	Rrec_rna_11	Rsou_rna_2	Vdia_rna_6	Vext_rna_7	Vgig1_rna_32	Vgig2_rna_28	Vmar_R0032	COSY_R0031	Vsoy1_rna_32	Vsoy2_rna_6	17	tRNA-Leu	tRNA-Leu-TAA
OGR000009	SP60_03285	MS2017_R007	HUE58_RS05070	Rmag_R0035	Rpac_rna_22_pseudo	Rpha_rna_29	Rpli_rna_19_pseudo	Rrec_rna_12_pseudo	Rsou_rna_33	Vdia_rna_5_pseudo	Vext_rna_6_pseudo	Vgig1_rna_33	Vgig2_rna_29	Vmar_R0033	COSY_R0032	Vsoy1_rna_33	Vsoy2_rna_7	17	tRNA-Ser	tRNA-Ser-TGA
OGR000010	SP60_03510	MS2017_R006	HUE58_RS05185	Rmag_R0036	Rpac_rna_23	Rpha_rna_13	Rpli_rna_20	Rrec_rna_13	Rsou_rna_9	Vdia_rna_4	Vext_rna_5	Vgig1_rna_34	Vgig2_rna_30	Vmar_R0034	COSY_R0033	Vsoy1_rna_39	Vsoy2_rna_8	17	5S	5S ribosomal RNA
OGR000011	SP60_03515	MS2017_R005	HUE58_RS05190	Rmag_R0037	Rpac_rna_24	Rpha_rna_14	Rpli_rna_21	Rrec_rna_14	Rsou_rna_8	Vdia_rna_3	Vext_rna_4	Vgig1_rna_35	Vgig2_rna_31	Vmar_R0035	COSY_R0034	Vsoy1_rna_34	Vsoy2_rna_9	17	23S	23S ribosomal RNA
