	SUP05	Bathy	R.magnifica	R.fausta	R.pacifica	R.phaseoliformis	R.pliocardia	R.rectimargo	R.southwardae	V.diagonalis	V.extenta	V.soyoae1	V.soyoae2	V.gigas1	V.gigas2	V.okutanii	V.marissinica
860	SP60_07395	MS2017_0946	Rmag_0607	HUE58_RS02940	Rpac_peg_1253	Rpha_peg_82	Rpli_peg_541	Rrec_peg_1324	Rsou_peg_738	Vdia_peg_413	Vext_peg_401	Vsoy1_peg_595	Vsoy2_peg_794	Vgig1_peg_367	Vgig2_peg_252	COSY_0560	Vmar_0567
861	SP60_07400	MS2017_0947	Rmag_0606	HUE58_RS02935	Rpac_peg_1254	Rpha_peg_83	Rpli_peg_542	Rrec_peg_1323	Rsou_peg_739	Vdia_peg_414	Vext_peg_402	Vsoy1_peg_594	Vsoy2_peg_793	Vgig1_peg_368	Vgig2_peg_253	COSY_0559	Vmar_0566
862	SP60_07405	MS2017_0949	Rmag_0605	HUE58_RS02920	Rpac_peg_1256	Rpha_peg_86	Rpli_peg_544	Rrec_peg_1321	Rsou_peg_742	Vdia_peg_415	Vext_peg_403	Vsoy1_peg_593	Vsoy2_peg_792	Vgig1_peg_369	Vgig2_peg_254	COSY_0558	Vmar_0565
863	SP60_07410	MS2017_0950	Rmag_0604	HUE58_RS02915	Rpac_peg_1257	Rpha_peg_87	Rpli_peg_545	Rrec_peg_1320	Rsou_peg_743	Vdia_peg_416	Vext_peg_404	Vsoy1_peg_592	Vsoy2_peg_791	Vgig1_peg_370	Vgig2_peg_255	COSY_0557	Vmar_0564
864	SP60_07420	MS2017_0953	Rmag_0602	HUE58_RS02900	Rpac_peg_1259	Rpha_peg_91	Rpli_peg_547	Rrec_peg_1317	Rsou_peg_747	Vdia_peg_417	Vext_peg_405	Vsoy1_peg_591	Vsoy2_peg_790	Vgig1_peg_371	Vgig2_peg_256	COSY_0556	Vmar_0563
865	SP60_07425	MS2017_0954	Rmag_0601	HUE58_RS02895	Rpac_peg_1260	Rpha_peg_92	Rpli_peg_548	Rrec_peg_1316	Rsou_peg_748	Vdia_peg_418	Vext_peg_406	Vsoy1_peg_590	Vsoy2_peg_789	Vgig1_peg_372	Vgig2_peg_257	COSY_0555	Vmar_0562
867	SP60_07435	MS2017_0956	Rmag_0599	HUE58_RS02885	Rpac_peg_1262	Rpha_peg_94	Rpli_peg_550	Rrec_peg_1314	Rsou_peg_750	Vdia_peg_420	Vext_peg_408	Vsoy1_peg_588	Vsoy2_peg_787	Vgig1_peg_374	Vgig2_peg_259	COSY_0553	Vmar_0560
868	SP60_07450	MS2017_0787	Rmag_0597	HUE58_RS02875	Rpac_peg_1265	Rpha_peg_97	Rpli_peg_558	Rrec_peg_1311	Rsou_peg_753	Vdia_peg_422	Vext_peg_410	Vsoy1_peg_583	Vsoy2_peg_782	Vgig1_peg_377	Vgig2_peg_262	COSY_0552	Vmar_0558
870	SP60_07460	MS2017_0789	Rmag_0595	HUE58_RS02865	Rpac_peg_1267	Rpha_peg_99	Rpli_peg_560	Rrec_peg_1309	Rsou_peg_756	Vdia_peg_425	Vext_peg_413	Vsoy1_peg_581	Vsoy2_peg_780	Vgig1_peg_379	Vgig2_peg_264	COSY_0550	Vmar_0556
873	SP60_07475	MS2017_0792	Rmag_0594	HUE58_RS02850	Rpac_peg_1270	Rpha_peg_102	Rpli_peg_564	Rrec_peg_1307	Rsou_peg_759	Vdia_peg_426	Vext_peg_414	Vsoy1_peg_579	Vsoy2_peg_778	Vgig1_peg_381	Vgig2_peg_266	COSY_0549	Vmar_0555
874	SP60_07480	MS2017_0794	Rmag_0593	HUE58_RS02840	Rpac_peg_1272	Rpha_peg_104	Rpli_peg_566	Rrec_peg_1305	Rsou_peg_761	Vdia_peg_427	Vext_peg_415	Vsoy1_peg_578	Vsoy2_peg_777	Vgig1_peg_382	Vgig2_peg_267	COSY_0548	Vmar_0553
875	SP60_07485	MS2017_0795	Rmag_0592	HUE58_RS02835	Rpac_peg_1273	Rpha_peg_105	Rpli_peg_567	Rrec_peg_1304	Rsou_peg_762	Vdia_peg_428	Vext_peg_416	Vsoy1_peg_577	Vsoy2_peg_776	Vgig1_peg_383	Vgig2_peg_268	COSY_0547	Vmar_0552
881	SP60_07565	MS2017_0801	Rmag_0588	HUE58_RS02800	Rpac_peg_1280	Rpha_peg_118	Rpli_peg_576	Rrec_peg_1296	Rsou_peg_774	Vdia_peg_432	Vext_peg_420	Vsoy1_peg_573	Vsoy2_peg_772	Vgig1_peg_387	Vgig2_peg_272	COSY_0542	Vmar_0548
882	SP60_07570	MS2017_0802	Rmag_0587	HUE58_RS02795	Rpac_peg_1281	Rpha_peg_119	Rpli_peg_577	Rrec_peg_1295	Rsou_peg_775	Vdia_peg_433	Vext_peg_421	Vsoy1_peg_572	Vsoy2_peg_771	Vgig1_peg_388	Vgig2_peg_273	COSY_0541	Vmar_0547
883	SP60_07600	MS2017_1135	Rmag_0585	HUE58_RS02770	Rpac_peg_1286	Rpha_peg_120	Rpli_peg_605	Rrec_peg_1285	Rsou_peg_791	Vdia_peg_434	Vext_peg_422	Vsoy1_peg_571	Vsoy2_peg_770	Vgig1_peg_389	Vgig2_peg_274	COSY_0540	Vmar_0546
884	SP60_07605	MS2017_1134	Rmag_0584	HUE58_RS02765	Rpac_peg_1287	Rpha_peg_121	Rpli_peg_606	Rrec_peg_1284	Rsou_peg_792	Vdia_peg_435	Vext_peg_423	Vsoy1_peg_570	Vsoy2_peg_769	Vgig1_peg_390	Vgig2_peg_275	COSY_0539	Vmar_0545
886	SP60_07615	MS2017_1132	Rmag_0583	HUE58_RS02755	Rpac_peg_1289	Rpha_peg_123	Rpli_peg_608	Rrec_peg_1282	Rsou_peg_794	Vdia_peg_437	Vext_peg_424	Vsoy1_peg_568	Vsoy2_peg_767	Vgig1_peg_391	Vgig2_peg_276	COSY_0538	Vmar_0544
889	SP60_07630	MS2017_0984	Rmag_0581	HUE58_RS02735	Rpac_peg_1293	Rpha_peg_127	Rpli_peg_617	Rrec_peg_1278	Rsou_peg_797	Vdia_peg_439	Vext_peg_426	Vsoy1_peg_566	Vsoy2_peg_765	Vgig1_peg_393	Vgig2_peg_278	COSY_0536	Vmar_0542
891	SP60_07640	MS2017_0986	Rmag_0579	HUE58_RS02725	Rpac_peg_1295	Rpha_peg_129	Rpli_peg_620	Rrec_peg_1276	Rsou_peg_799	Vdia_peg_441	Vext_peg_428	Vsoy1_peg_564	Vsoy2_peg_763	Vgig1_peg_395	Vgig2_peg_280	COSY_0534	Vmar_0540
892	SP60_07645	MS2017_0987	Rmag_0578	HUE58_RS02720	Rpac_peg_1296	Rpha_peg_130	Rpli_peg_621	Rrec_peg_1275	Rsou_peg_800	Vdia_peg_442	Vext_peg_429	Vsoy1_peg_563	Vsoy2_peg_762	Vgig1_peg_396	Vgig2_peg_281	COSY_0533	Vmar_0539
893	SP60_07650	MS2017_0988	Rmag_0577	HUE58_RS02715	Rpac_peg_1297	Rpha_peg_131	Rpli_peg_622	Rrec_peg_1274	Rsou_peg_801	Vdia_peg_443	Vext_peg_430	Vsoy1_peg_562	Vsoy2_peg_761	Vgig1_peg_397	Vgig2_peg_282	COSY_0532	Vmar_0538
894	SP60_07655	MS2017_0989	Rmag_0576	HUE58_RS02710	Rpac_peg_1298	Rpha_peg_132	Rpli_peg_623	Rrec_peg_1273	Rsou_peg_802	Vdia_peg_444	Vext_peg_431	Vsoy1_peg_561	Vsoy2_peg_760	Vgig1_peg_398	Vgig2_peg_283	COSY_0531	Vmar_0537
895	SP60_07660	MS2017_0990	Rmag_0575	HUE58_RS02705	Rpac_peg_1299	Rpha_peg_133	Rpli_peg_624	Rrec_peg_1272	Rsou_peg_803	Vdia_peg_445	Vext_peg_432	Vsoy1_peg_560	Vsoy2_peg_759	Vgig1_peg_399	Vgig2_peg_284	COSY_0530	Vmar_0536
896	SP60_07665	MS2017_0991	Rmag_0574	HUE58_RS02700	Rpac_peg_1300	Rpha_peg_134	Rpli_peg_625	Rrec_peg_1271	Rsou_peg_804	Vdia_peg_446	Vext_peg_433	Vsoy1_peg_559	Vsoy2_peg_758	Vgig1_peg_400	Vgig2_peg_285	COSY_0529	Vmar_0535
897	SP60_07670	MS2017_0994	Rmag_0573	HUE58_RS02690	Rpac_peg_1302	Rpha_peg_135	Rpli_peg_626	Rrec_peg_1268	Rsou_peg_805	Vdia_peg_447	Vext_peg_434	Vsoy1_peg_558	Vsoy2_peg_757	Vgig1_peg_401	Vgig2_peg_286	COSY_0528	Vmar_0534
898	SP60_07675	MS2017_0995	Rmag_0572	HUE58_RS02685	Rpac_peg_1303	Rpha_peg_136	Rpli_peg_627	Rrec_peg_1267	Rsou_peg_806	Vdia_peg_448	Vext_peg_435	Vsoy1_peg_557	Vsoy2_peg_756	Vgig1_peg_402	Vgig2_peg_287	COSY_0527	Vmar_0533
900	SP60_07685	MS2017_0998	Rmag_0571	HUE58_RS02670	Rpac_peg_1306	Rpha_peg_142	Rpli_peg_1145	Rrec_peg_1263	Rsou_peg_921	Vdia_peg_449	Vext_peg_436	Vsoy1_peg_556	Vsoy2_peg_755	Vgig1_peg_403	Vgig2_peg_288	COSY_0526	Vmar_0532
902	SP60_07825	MS2017_1001	Rmag_0568	HUE58_RS02655	Rpac_peg_1310	Rpha_peg_144	Rpli_peg_1147	Rrec_peg_1260	Rsou_peg_919	Vdia_peg_451	Vext_peg_438	Vsoy1_peg_554	Vsoy2_peg_753	Vgig1_peg_405	Vgig2_peg_290	COSY_0523	Vmar_0530
903	SP60_07830	MS2017_1002	Rmag_0567	HUE58_RS02650	Rpac_peg_1311	Rpha_peg_145	Rpli_peg_1148	Rrec_peg_1259	Rsou_peg_918	Vdia_peg_452	Vext_peg_439	Vsoy1_peg_553	Vsoy2_peg_752	Vgig1_peg_406	Vgig2_peg_291	COSY_0522	Vmar_0529
904	SP60_07835	MS2017_1003	Rmag_0566	HUE58_RS02645	Rpac_peg_1312	Rpha_peg_146	Rpli_peg_1149	Rrec_peg_1258	Rsou_peg_917	Vdia_peg_453	Vext_peg_440	Vsoy1_peg_552	Vsoy2_peg_751	Vgig1_peg_407	Vgig2_peg_292	COSY_0521	Vmar_0528
905	SP60_07840	MS2017_1004	Rmag_0565	HUE58_RS02640	Rpac_peg_1313	Rpha_peg_147	Rpli_peg_1150	Rrec_peg_1257	Rsou_peg_916	Vdia_peg_454	Vext_peg_441	Vsoy1_peg_551	Vsoy2_peg_750	Vgig1_peg_408	Vgig2_peg_293	COSY_0520	Vmar_0527
907	SP60_07860	MS2017_1008	Rmag_0561	HUE58_RS02615	Rpac_peg_1318	Rpha_peg_151	Rpli_peg_1154	Rrec_peg_1251	Rsou_peg_912	Vdia_peg_459	Vext_peg_446	Vsoy1_peg_546	Vsoy2_peg_745	Vgig1_peg_413	Vgig2_peg_298	COSY_0515	Vmar_0521
908	SP60_07865	MS2017_1009	Rmag_0560	HUE58_RS02610	Rpac_peg_1319	Rpha_peg_152	Rpli_peg_1155	Rrec_peg_1250	Rsou_peg_911	Vdia_peg_460	Vext_peg_447	Vsoy1_peg_545	Vsoy2_peg_744	Vgig1_peg_414	Vgig2_peg_299	COSY_0514	Vmar_0520
909	SP60_07870	MS2017_1010	Rmag_0559	HUE58_RS02605	Rpac_peg_1320	Rpha_peg_153	Rpli_peg_1156	Rrec_peg_1249	Rsou_peg_910	Vdia_peg_461	Vext_peg_448	Vsoy1_peg_544	Vsoy2_peg_743	Vgig1_peg_415	Vgig2_peg_300	COSY_0513	Vmar_0519
910	SP60_07875	MS2017_1011	Rmag_0558	HUE58_RS02600	Rpac_peg_1321	Rpha_peg_154	Rpli_peg_1157	Rrec_peg_1248	Rsou_peg_909	Vdia_peg_462	Vext_peg_449	Vsoy1_peg_543	Vsoy2_peg_742	Vgig1_peg_416	Vgig2_peg_301	COSY_0512	Vmar_0518
912	SP60_07885	MS2017_1013	Rmag_0556	HUE58_RS02590	Rpac_peg_1323	Rpha_peg_156	Rpli_peg_1159	Rrec_peg_1246	Rsou_peg_907	Vdia_peg_467	Vext_peg_454	Vsoy1_peg_541	Vsoy2_peg_740	Vgig1_peg_418	Vgig2_peg_303	COSY_0510	Vmar_0516
913	SP60_07890	MS2017_1014	Rmag_0555	HUE58_RS02585	Rpac_peg_1324	Rpha_peg_157	Rpli_peg_1160	Rrec_peg_1245	Rsou_peg_906	Vdia_peg_468	Vext_peg_455	Vsoy1_peg_540	Vsoy2_peg_739	Vgig1_peg_419	Vgig2_peg_304	COSY_0509	Vmar_0515
914	SP60_07895	MS2017_1015	Rmag_0554	HUE58_RS02580	Rpac_peg_1325	Rpha_peg_158	Rpli_peg_1161	Rrec_peg_1244	Rsou_peg_905	Vdia_peg_469	Vext_peg_456	Vsoy1_peg_539	Vsoy2_peg_738	Vgig1_peg_420	Vgig2_peg_305	COSY_0508	Vmar_0514
915	SP60_07900	MS2017_1016	Rmag_0553	HUE58_RS02575	Rpac_peg_1326	Rpha_peg_159	Rpli_peg_1162	Rrec_peg_1243	Rsou_peg_904	Vdia_peg_470	Vext_peg_457	Vsoy1_peg_538	Vsoy2_peg_737	Vgig1_peg_421	Vgig2_peg_306	COSY_0507	Vmar_0513
917	SP60_07915	MS2017_1018	Rmag_0550	HUE58_RS02560	Rpac_peg_1329	Rpha_peg_162	Rpli_peg_1165	Rrec_peg_1240	Rsou_peg_901	Vdia_peg_472	Vext_peg_459	Vsoy1_peg_535	Vsoy2_peg_734	Vgig1_peg_423	Vgig2_peg_308	COSY_0505	Vmar_0511
918	SP60_07920	MS2017_1019	Rmag_0549	HUE58_RS02555	Rpac_peg_1330	Rpha_peg_163	Rpli_peg_1166	Rrec_peg_1239	Rsou_peg_900	Vdia_peg_473	Vext_peg_460	Vsoy1_peg_534	Vsoy2_peg_733	Vgig1_peg_424	Vgig2_peg_309	COSY_0504	Vmar_0510
919	SP60_07925	MS2017_1020	Rmag_0548	HUE58_RS02550	Rpac_peg_1331	Rpha_peg_164	Rpli_peg_1167	Rrec_peg_1238	Rsou_peg_899	Vdia_peg_474	Vext_peg_461	Vsoy1_peg_533	Vsoy2_peg_732	Vgig1_peg_425	Vgig2_peg_310	COSY_0503	Vmar_0509
920	SP60_07930	MS2017_1021	Rmag_0547	HUE58_RS02545	Rpac_peg_1332	Rpha_peg_165	Rpli_peg_1168	Rrec_peg_1237	Rsou_peg_898	Vdia_peg_475	Vext_peg_462	Vsoy1_peg_532	Vsoy2_peg_731	Vgig1_peg_426	Vgig2_peg_311	COSY_0502	Vmar_0508
921	SP60_07935	MS2017_1022	Rmag_0546	HUE58_RS02540	Rpac_peg_1333	Rpha_peg_166	Rpli_peg_1169	Rrec_peg_1236	Rsou_peg_897	Vdia_peg_476	Vext_peg_463	Vsoy1_peg_531	Vsoy2_peg_730	Vgig1_peg_427	Vgig2_peg_312	COSY_0501	Vmar_0507
922	SP60_07940	MS2017_1025	Rmag_0545	HUE58_RS02535	Rpac_peg_1334	Rpha_peg_167	Rpli_peg_1170	Rrec_peg_1235	Rsou_peg_896	Vdia_peg_477	Vext_peg_464	Vsoy1_peg_530	Vsoy2_peg_729	Vgig1_peg_428	Vgig2_peg_313	COSY_0500	Vmar_0506
923	SP60_07945	MS2017_1026	Rmag_0544	HUE58_RS02530	Rpac_peg_1335	Rpha_peg_168	Rpli_peg_1171	Rrec_peg_1234	Rsou_peg_895	Vdia_peg_478	Vext_peg_465	Vsoy1_peg_529	Vsoy2_peg_728	Vgig1_peg_429	Vgig2_peg_314	COSY_0499	Vmar_0505
924	SP60_07950	MS2017_1027	Rmag_0543	HUE58_RS02525	Rpac_peg_1336	Rpha_peg_169	Rpli_peg_1172	Rrec_peg_1233	Rsou_peg_894	Vdia_peg_479	Vext_peg_466	Vsoy1_peg_528	Vsoy2_peg_727	Vgig1_peg_430	Vgig2_peg_315	COSY_0498	Vmar_0504
925	SP60_07955	MS2017_1028	Rmag_0542	HUE58_RS02520	Rpac_peg_1337	Rpha_peg_170	Rpli_peg_1173	Rrec_peg_1232	Rsou_peg_893	Vdia_peg_480	Vext_peg_467	Vsoy1_peg_527	Vsoy2_peg_726	Vgig1_peg_431	Vgig2_peg_316	COSY_0497	Vmar_0503
929	SP60_08000	MS2017_1235	Rmag_0535	HUE58_RS02440	Rpac_peg_1360	Rpha_peg_194	Rpli_peg_1186	Rrec_peg_1213	Rsou_peg_872	Vdia_peg_484	Vext_peg_471	Vsoy1_peg_521	Vsoy2_peg_720	Vgig1_peg_437	Vgig2_peg_322	COSY_0491	Vmar_0495
930	SP60_08010	MS2017_1230	Rmag_0533	HUE58_RS02430	Rpac_peg_1362	Rpha_peg_196	Rpli_peg_1188	Rrec_peg_1211	Rsou_peg_870	Vdia_peg_486	Vext_peg_473	Vsoy1_peg_519	Vsoy2_peg_718	Vgig1_peg_439	Vgig2_peg_324	COSY_0489	Vmar_0493
931	SP60_08015	MS2017_1229	Rmag_0532	HUE58_RS02425	Rpac_peg_1363	Rpha_peg_197	Rpli_peg_1189	Rrec_peg_1210	Rsou_peg_869	Vdia_peg_487	Vext_peg_474	Vsoy1_peg_518	Vsoy2_peg_717	Vgig1_peg_440	Vgig2_peg_325	COSY_0488	Vmar_0492
932	SP60_08020	MS2017_1228	Rmag_0531	HUE58_RS02420	Rpac_peg_1364	Rpha_peg_198	Rpli_peg_1190	Rrec_peg_1209	Rsou_peg_868	Vdia_peg_488	Vext_peg_475	Vsoy1_peg_517	Vsoy2_peg_716	Vgig1_peg_441	Vgig2_peg_326	COSY_0487	Vmar_0491
934	SP60_08030	MS2017_1225	Rmag_0529	HUE58_RS02410	Rpac_peg_1366	Rpha_peg_201	Rpli_peg_1192	Rrec_peg_1207	Rsou_peg_114	Vdia_peg_490	Vext_peg_477	Vsoy1_peg_515	Vsoy2_peg_714	Vgig1_peg_443	Vgig2_peg_328	COSY_0485	Vmar_0489
937	SP60_08065	MS2017_1036	Rmag_0526	HUE58_RS02380	Rpac_peg_1371	Rpha_peg_207	Rpli_peg_1195	Rrec_peg_1202	Rsou_peg_108	Vdia_peg_493	Vext_peg_480	Vsoy1_peg_512	Vsoy2_peg_711	Vgig1_peg_446	Vgig2_peg_331	COSY_0482	Vmar_0486
939	SP60_08120	MS2017_1050	Rmag_0524	HUE58_RS02360	Rpac_peg_1374	Rpha_peg_211	Rpli_peg_1198	Rrec_peg_1196	Rsou_peg_104	Vdia_peg_495	Vext_peg_482	Vsoy1_peg_510	Vsoy2_peg_709	Vgig1_peg_448	Vgig2_peg_333	COSY_0480	Vmar_0484
940	SP60_08125	MS2017_1053	Rmag_0523	HUE58_RS02355	Rpac_peg_1375	Rpha_peg_212	Rpli_peg_1199	Rrec_peg_1195	Rsou_peg_103	Vdia_peg_496	Vext_peg_483	Vsoy1_peg_509	Vsoy2_peg_708	Vgig1_peg_449	Vgig2_peg_334	COSY_0479	Vmar_0483
941	SP60_08135	MS2017_1086	Rmag_0522	HUE58_RS02345	Rpac_peg_1376	Rpha_peg_221	Rpli_peg_1201	Rrec_peg_1193	Rsou_peg_93	Vdia_peg_497	Vext_peg_484	Vsoy1_peg_508	Vsoy2_peg_707	Vgig1_peg_450	Vgig2_peg_335	COSY_0478	Vmar_0482
950	SP60_00250	MS2017_1239	Rmag_0485	HUE58_RS02120	Rpac_peg_913	Rpha_peg_295	Rpli_peg_1242	Rrec_peg_1141	Rsou_peg_1875	Vdia_peg_528	Vext_peg_516	Vsoy1_peg_477	Vsoy2_peg_676	Vgig1_peg_483	Vgig2_peg_369	COSY_0448	Vmar_0452
951	SP60_00520	MS2017_0870	Rmag_0444	HUE58_RS01800	Rpac_peg_986	Rpha_peg_398	Rpli_peg_1309	Rrec_peg_1070	Rsou_peg_1406	Vdia_peg_565	Vext_peg_553	Vsoy1_peg_437	Vsoy2_peg_636	Vgig1_peg_522	Vgig2_peg_409	COSY_0410	Vmar_0413
957	SP60_00800	MS2017_1412	Rmag_0412	HUE58_RS01585	Rpac_peg_1424	Rpha_peg_477	Rpli_peg_1639	Rrec_peg_1018	Rsou_peg_641	Vdia_peg_598	Vext_peg_586	Vsoy1_peg_407	Vsoy2_peg_607	Vgig1_peg_554	Vgig2_peg_439	COSY_0381	Vmar_0379
965	SP60_01235	MS2017_1523	Rmag_0349	HUE58_RS01240	Rpac_peg_516	Rpha_peg_1650	Rpli_peg_678	Rrec_peg_78	Rsou_peg_1295	Vdia_peg_649	Vext_peg_638	Vsoy1_peg_354	Vsoy2_peg_558	Vgig1_peg_601	Vgig2_peg_489	COSY_0330	Vmar_0330
966	SP60_01240	MS2017_1524	Rmag_0348	HUE58_RS01235	Rpac_peg_515	Rpha_peg_1651	Rpli_peg_677	Rrec_peg_79	Rsou_peg_1296	Vdia_peg_650	Vext_peg_639	Vsoy1_peg_353	Vsoy2_peg_557	Vgig1_peg_602	Vgig2_peg_490	COSY_0329	Vmar_0329
970	SP60_01625	MS2017_1684	Rmag_0831	HUE58_RS04130	Rpac_peg_586	Rpha_peg_1529	Rpli_peg_781	Rrec_peg_378	Rsou_peg_985	Vdia_peg_200	Vext_peg_195	Vsoy1_peg_793	Vsoy2_peg_9	Vgig1_peg_774	Vgig2_peg_663	COSY_0755	Vmar_0766
971	SP60_01780	MS2017_1732	Rmag_0853	HUE58_RS04280	Rpac_peg_616	Rpha_peg_1492	Rpli_peg_817	Rrec_peg_409	Rsou_peg_22	Vdia_peg_178	Vext_peg_173	Vsoy1_peg_816	Vsoy2_peg_32	Vgig1_peg_797	Vgig2_peg_686	COSY_0778	Vmar_0788
976	SP60_02650	MS2017_0317	Rmag_0921	HUE58_RS04605	Rpac_peg_686	Rpha_peg_1413	Rpli_peg_898	Rrec_peg_483	Rsou_peg_242	Vdia_peg_128	Vext_peg_123	Vsoy1_peg_867	Vsoy2_peg_83	Vgig1_peg_849	Vgig2_peg_736	COSY_0827	Vmar_0837
977	SP60_03055	MS2017_0245	Rmag_0952	HUE58_RS04775	Rpac_peg_724	Rpha_peg_1358	Rpli_peg_952	Rrec_peg_516	Rsou_peg_1489	Vdia_peg_103	Vext_peg_99	Vsoy1_peg_892	Vsoy2_peg_108	Vgig1_peg_881	Vgig2_peg_768	COSY_0852	Vmar_0862
978	SP60_03185	MS2017_0208	Rmag_0972	HUE58_RS04905	Rpac_peg_752	Rpha_peg_1327	Rpli_peg_981	Rrec_peg_543	Rsou_peg_602	Vdia_peg_83	Vext_peg_79	Vsoy1_peg_912	Vsoy2_peg_128	Vgig1_peg_893	Vgig2_peg_780	COSY_0872	Vmar_0882
980	SP60_03400	MS2017_0177	Rmag_0995	HUE58_RS05095	Rpac_peg_777	Rpha_peg_826	Rpli_peg_1018	Rrec_peg_585	Rsou_peg_447	Vdia_peg_65	Vext_peg_61	Vsoy1_peg_931	Vsoy2_peg_147	Vgig1_peg_911	Vgig2_peg_798	COSY_0891	Vmar_0900
981	SP60_03435	MS2017_0163	Rmag_1002	HUE58_RS05135	Rpac_peg_784	Rpha_peg_833	Rpli_peg_1025	Rrec_peg_593	Rsou_peg_439	Vdia_peg_56	Vext_peg_53	Vsoy1_peg_938	Vsoy2_peg_154	Vgig1_peg_918	Vgig2_peg_805	COSY_0898	Vmar_0907
982	SP60_03555	MS2017_0142	Rmag_1015	HUE58_RS05240	Rpac_peg_800	Rpha_peg_848	Rpli_peg_1048	Rrec_peg_610	Rsou_peg_424	Vdia_peg_42	Vext_peg_39	Vsoy1_peg_952	Vsoy2_peg_168	Vgig1_peg_932	Vgig2_peg_819	COSY_0917	Vmar_0921
983	SP60_03620	MS2017_2180	Rmag_1022	HUE58_RS05290	Rpac_peg_817	Rpha_peg_865	Rpli_peg_1061	Rrec_peg_621	Rsou_peg_401	Vdia_peg_36	Vext_peg_33	Vsoy1_peg_959	Vsoy2_peg_174	Vgig1_peg_940	Vgig2_peg_825	COSY_0923	Vmar_0927
984	SP60_03635	MS2017_2177	Rmag_1024	HUE58_RS05305	Rpac_peg_820	Rpha_peg_868	Rpli_peg_1064	Rrec_peg_624	Rsou_peg_398	Vdia_peg_33	Vext_peg_30	Vsoy1_peg_962	Vsoy2_peg_177	Vgig1_peg_943	Vgig2_peg_828	COSY_0926	Vmar_0930
991	SP60_04100	MS2017_0031	Rmag_0016	HUE58_RS05715	Rpac_peg_213	Rpha_peg_1045	Rpli_peg_1573	Rrec_peg_719	Rsou_peg_1780	Vdia_peg_968	Vext_peg_956	Vsoy1_peg_42	Vsoy2_peg_246	Vgig1_peg_26	Vgig2_peg_942	COSY_0016	Vmar_0018
998	SP60_04485	MS2017_2081	Rmag_0068	HUE58_RS06090	Rpac_peg_129	Rpha_peg_757	Rpli_peg_1482	Rrec_peg_795	Rsou_peg_1645	Vdia_peg_910	Vext_peg_899	Vsoy1_peg_98	Vsoy2_peg_302	Vgig1_peg_81	Vgig2_peg_889	COSY_0075	Vmar_0072
1005	SP60_04825	MS2017_1960	Rmag_0120	HUE58_RS06425	Rpac_peg_54	Rpha_peg_1933	Rpli_peg_1408	Rrec_peg_867	Rsou_peg_1954	Vdia_peg_859	Vext_peg_848	Vsoy1_peg_148	Vsoy2_peg_353	Vgig1_peg_131	Vgig2_peg_20	COSY_0124	Vmar_0121
1006	SP60_04835	MS2017_1954	Rmag_0122	HUE58_RS06435	Rpac_peg_52	Rpha_peg_1935	Rpli_peg_1406	Rrec_peg_869	Rsou_peg_1952	Vdia_peg_857	Vext_peg_846	Vsoy1_peg_150	Vsoy2_peg_355	Vgig1_peg_133	Vgig2_peg_22	COSY_0126	Vmar_0123
1007	SP60_05150	MS2017_1873	Rmag_0151	HUE58_RS06640	Rpac_peg_14	Rpha_peg_1981	Rpli_peg_1358	Rrec_peg_911	Rsou_peg_954	Vdia_peg_829	Vext_peg_818	Vsoy1_peg_178	Vsoy2_peg_383	Vgig1_peg_161	Vgig2_peg_50	COSY_0154	Vmar_0152
1008	SP60_05220	MS2017_1855	Rmag_0161	HUE58_RS06700	Rpac_peg_4	Rpha_peg_1994	Rpli_peg_1341	Rrec_peg_922	Rsou_peg_1965	Vdia_peg_820	Vext_peg_809	Vsoy1_peg_186	Vsoy2_peg_391	Vgig1_peg_169	Vgig2_peg_59	COSY_0165	Vmar_0161
1009	SP60_05235	MS2017_1852	Rmag_0164	HUE58_RS03985	Rpac_peg_1024	Rpha_peg_1580	Rpli_peg_66	Rrec_peg_925	Rsou_peg_1250	Vdia_peg_817	Vext_peg_806	Vsoy1_peg_189	Vsoy2_peg_394	Vgig1_peg_764	Vgig2_peg_653	COSY_0168	Vmar_0164
1010	SP60_05270	MS2017_1845	Rmag_0171	HUE58_RS03950	Rpac_peg_1031	Rpha_peg_1587	Rpli_peg_59	Rrec_peg_932	Rsou_peg_1243	Vdia_peg_810	Vext_peg_799	Vsoy1_peg_196	Vsoy2_peg_401	Vgig1_peg_757	Vgig2_peg_646	COSY_0175	Vmar_0171
1015	SP60_05470	MS2017_1800	Rmag_0211	HUE58_RS00410	Rpac_peg_326	Rpha_peg_2208	Rpli_peg_75	Rrec_peg_251	Rsou_peg_1006	Vdia_peg_778	Vext_peg_767	Vsoy1_peg_229	Vsoy2_peg_434	Vgig1_peg_725	Vgig2_peg_612	COSY_0207	Vmar_0204
1018	SP60_05660	MS2017_0367	Rmag_0246	HUE58_RS00620	Rpac_peg_371	Rpha_peg_1102	Rpli_peg_116	Rrec_peg_209	Rsou_peg_1063	Vdia_peg_747	Vext_peg_736	Vsoy1_peg_261	Vsoy2_peg_466	Vgig1_peg_691	Vgig2_peg_579	COSY_0238	Vmar_0236
